treeType,plantingAreaAcre,plantingMonths,soilFertility,climateType,emissionReductionTCO2e
桦树,80,22,贫瘠土壤,滨海与盐碱化气候,20.0
杨树,100,24,肥沃土壤,温带季风气候,80.0
杨树,150,36,中等肥力土壤,温带大陆性气候,120.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,30.0
桉树,200,48,肥沃土壤,热带季风气候,250.0
桉树,120,30,中等肥力土壤,亚热带季风气候,100.0
桉树,90,21,贫瘠土壤,滨海与盐碱化气候,40.0
杉木,180,33,肥沃土壤,亚热带季风气候,150.0
杉木,130,27,中等肥力土壤,温带季风气候,90.0
杉木,70,15,贫瘠土壤,寒温带与亚寒带气候,20.0
松树,220,42,肥沃土壤,温带大陆性气候,180.0
松树,160,39,中等肥力土壤,寒温带与亚寒带气候,110.0
松树,110,24,贫瘠土壤,干旱与半干旱气候,45.0
栎树,250,45,肥沃土壤,温带季风气候,200.0
栎树,170,36,中等肥力土壤,亚热带季风气候,130.0
栎树,100,21,贫瘠土壤,滨海与盐碱化气候,35.0
樟树,190,39,肥沃土壤,亚热带季风气候,160.0
樟树,140,30,中等肥力土壤,热带季风气候,105.0
樟树,80,18,贫瘠土壤,干旱与半干旱气候,25.0
榆树,230,42,肥沃土壤,温带大陆性气候,190.0
榆树,150,33,中等肥力土壤,温带季风气候,115.0
榆树,90,21,贫瘠土壤,寒温带与亚寒带气候,30.0
槐树,210,36,肥沃土壤,温带季风气候,170.0
槐树,160,27,中等肥力土壤,亚热带季风气候,100.0
槐树,100,18,贫瘠土壤,滨海与盐碱化气候,35.0
桦树,240,48,肥沃土壤,寒温带与亚寒带气候,220.0
桦树,170,36,中等肥力土壤,温带大陆性气候,130.0
桦树,110,24,贫瘠土壤,干旱与半干旱气候,40.0
杨树,110,30,肥沃土壤,亚热带季风气候,100.0
桉树,140,39,中等肥力土壤,热带季风气候,120.0
杉木,90,21,肥沃土壤,温带季风气候,70.0
松树,160,33,中等肥力土壤,温带大陆性气候,100.0
栎树,180,42,肥沃土壤,亚热带季风气候,160.0
樟树,120,27,中等肥力土壤,温带季风气候,80.0
榆树,150,36,肥沃土壤,温带大陆性气候,130.0
槐树,130,30,中等肥力土壤,亚热带季风气候,90.0
桦树,170,39,肥沃土壤,寒温带与亚寒带气候,150.0
杨树,80,18,中等肥力土壤,干旱与半干旱气候,30.0
桉树,100,24,贫瘠土壤,滨海与盐碱化气候,35.0
杉木,110,27,中等肥力土壤,温带大陆性气候,70.0
松树,140,33,肥沃土壤,亚热带季风气候,120.0
栎树,160,39,中等肥力土壤,热带季风气候,130.0
杨树,100,24,肥沃土壤,温带季风气候,80.0
杨树,200,36,中等肥力土壤,亚热带季风气候,180.0
杨树,150,18,贫瘠土壤,干旱与半干旱气候,30.0
桉树,80,30,肥沃土壤,热带季风气候,120.0
桉树,120,48,中等肥力土壤,亚热带季风气候,220.0
桉树,90,20,贫瘠土壤,温带大陆性气候,40.0
杉木,130,32,肥沃土壤,亚热带季风气候,150.0
杉木,180,60,中等肥力土壤,温带季风气候,280.0
杉木,110,26,贫瘠土壤,寒温带与亚寒带气候,25.0
松树,95,38,肥沃土壤,温带大陆性气候,100.0
松树,160,54,中等肥力土壤,寒温带与亚寒带气候,200.0
松树,70,14,贫瘠土壤,干旱与半干旱气候,15.0
栎树,140,42,肥沃土壤,温带季风气候,160.0
栎树,220,72,中等肥力土壤,亚热带季风气候,320.0
栎树,100,22,贫瘠土壤,温带大陆性气候,35.0
樟树,105,40,肥沃土壤,亚热带季风气候,130.0
樟树,150,50,中等肥力土壤,热带季风气候,230.0
樟树,85,16,贫瘠土壤,滨海与盐碱化气候,20.0
榆树,125,34,肥沃土壤,温带季风气候,110.0
榆树,170,46,中等肥力土壤,温带大陆性气候,190.0
榆树,90,12,贫瘠土壤,干旱与半干旱气候,10.0
槐树,115,36,肥沃土壤,亚热带季风气候,140.0
槐树,165,52,中等肥力土壤,温带季风气候,250.0
槐树,80,10,贫瘠土壤,滨海与盐碱化气候,12.0
桦树,135,44,肥沃土壤,寒温带与亚寒带气候,170.0
桦树,190,66,中等肥力土壤,温带大陆性气候,260.0
桦树,105,18,贫瘠土壤,干旱与半干旱气候,22.0
杨树,250,78,肥沃土壤,亚热带季风气候,400.0
桉树,210,68,中等肥力土壤,热带季风气候,350.0
杉木,175,58,肥沃土壤,温带季风气候,270.0
松树,145,50,中等肥力土壤,寒温带与亚寒带气候,210.0
栎树,230,84,肥沃土壤,亚热带季风气候,420.0
樟树,160,62,中等肥力土壤,热带季风气候,300.0
榆树,120,46,肥沃土壤,温带季风气候,180.0
槐树,195,72,中等肥力土壤,亚热带季风气候,320.0
桦树,155,64,肥沃土壤,寒温带与亚寒带气候,240.0
杨树,300,96,肥沃土壤,亚热带季风气候,500.0
桉树,280,88,中等肥力土壤,热带季风气候,450.0
杉木,220,76,肥沃土壤,温带季风气候,380.0
松树,190,70,中等肥力土壤,寒温带与亚寒带气候,310.0
栎树,260,90,肥沃土壤,亚热带季风气候,480.0
樟树,200,74,中等肥力土壤,热带季风气候,360.0
榆树,140,56,肥沃土壤,温带季风气候,220.0
槐树,235,80,中等肥力土壤,亚热带季风气候,380.0
桦树,180,72,肥沃土壤,寒温带与亚寒带气候,280.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,200.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,200,48,肥沃土壤,热带季风气候,350.0
桉树,120,30,中等肥力土壤,亚热带季风气候,180.0
桉树,60,12,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,180,36,肥沃土壤,亚热带季风气候,280.0
杉木,130,24,中等肥力土壤,温带季风气候,160.0
杉木,90,18,贫瘠土壤,寒温带与亚寒带气候,50.0
松树,220,60,肥沃土壤,温带大陆性气候,400.0
松树,150,42,中等肥力土壤,寒温带与亚寒带气候,220.0
松树,100,30,贫瘠土壤,干旱与半干旱气候,80.0
栎树,160,48,肥沃土壤,温带季风气候,320.0
栎树,110,36,中等肥力土壤,亚热带季风气候,190.0
栎树,70,24,贫瘠土壤,滨海与盐碱化气候,60.0
樟树,190,36,肥沃土壤,亚热带季风气候,260.0
樟树,140,24,中等肥力土壤,热带季风气候,170.0
樟树,100,18,贫瘠土壤,滨海与盐碱化气候,40.0
榆树,170,30,肥沃土壤,温带季风气候,210.0
榆树,120,24,中等肥力土壤,温带大陆性气候,130.0
榆树,80,18,贫瘠土壤,干旱与半干旱气候,30.0
槐树,200,48,肥沃土壤,亚热带季风气候,330.0
槐树,150,36,中等肥力土壤,温带季风气候,200.0
槐树,100,24,贫瘠土壤,滨海与盐碱化气候,60.0
桦树,210,60,肥沃土壤,寒温带与亚寒带气候,420.0
桦树,160,48,中等肥力土壤,温带大陆性气候,250.0
桦树,110,36,贫瘠土壤,干旱与半干旱气候,70.0
杨树,110,30,肥沃土壤,亚热带季风气候,150.0
桉树,140,36,中等肥力土壤,热带季风气候,220.0
杉木,150,24,肥沃土壤,温带季风气候,190.0
松树,170,48,中等肥力土壤,温带大陆性气候,260.0
栎树,130,36,肥沃土壤,亚热带季风气候,230.0
樟树,160,30,中等肥力土壤,热带季风气候,190.0
榆树,140,24,肥沃土壤,温带季风气候,170.0
槐树,180,42,中等肥力土壤,亚热带季风气候,240.0
桦树,190,54,肥沃土壤,寒温带与亚寒带气候,380.0
杨树,90,18,贫瘠土壤,滨海与盐碱化气候,30.0
桉树,70,12,贫瘠土壤,干旱与半干旱气候,20.0
杉木,80,18,贫瘠土壤,寒温带与亚寒带气候,40.0
松树,100,24,贫瘠土壤,温带大陆性气候,60.0
栎树,110,30,贫瘠土壤,亚热带季风气候,70.0
樟树,90,24,贫瘠土壤,热带季风气候,50.0
榆树,100,18,贫瘠土壤,温带季风气候,40.0
槐树,120,24,贫瘠土壤,温带大陆性气候,60.0
桦树,130,36,贫瘠土壤,寒温带与亚寒带气候,80.0
杨树,100,24,肥沃土壤,温带季风气候,200.0
杨树,80,18,中等肥力土壤,温带大陆性气候,120.0
杨树,120,30,贫瘠土壤,干旱与半干旱气候,80.0
桉树,150,36,肥沃土壤,热带季风气候,450.0
桉树,100,24,中等肥力土壤,亚热带季风气候,250.0
桉树,80,18,贫瘠土壤,滨海与盐碱化气候,100.0
杉木,200,48,肥沃土壤,亚热带季风气候,500.0
杉木,150,36,中等肥力土壤,温带季风气候,300.0
杉木,120,30,贫瘠土壤,寒温带与亚寒带气候,150.0
松树,250,60,肥沃土壤,温带大陆性气候,600.0
松树,200,48,中等肥力土壤,干旱与半干旱气候,350.0
松树,150,36,贫瘠土壤,滨海与盐碱化气候,200.0
栎树,180,36,肥沃土壤,温带季风气候,380.0
栎树,150,30,中等肥力土壤,温带大陆性气候,220.0
栎树,120,24,贫瘠土壤,寒温带与亚寒带气候,120.0
樟树,220,48,肥沃土壤,亚热带季风气候,550.0
樟树,180,36,中等肥力土壤,热带季风气候,320.0
樟树,150,30,贫瘠土壤,滨海与盐碱化气候,180.0
榆树,160,30,肥沃土壤,温带季风气候,280.0
榆树,120,24,中等肥力土壤,温带大陆性气候,160.0
榆树,100,18,贫瘠土壤,干旱与半干旱气候,80.0
槐树,200,42,肥沃土壤,亚热带季风气候,420.0
槐树,150,30,中等肥力土壤,温带季风气候,250.0
槐树,120,24,贫瘠土壤,寒温带与亚寒带气候,130.0
桦树,180,36,肥沃土壤,寒温带与亚寒带气候,320.0
桦树,150,30,中等肥力土壤,温带大陆性气候,200.0
桦树,120,24,贫瘠土壤,干旱与半干旱气候,100.0
杨树,90,21,肥沃土壤,亚热带季风气候,180.0
桉树,110,27,中等肥力土壤,热带季风气候,280.0
杉木,160,42,肥沃土壤,温带季风气候,400.0
松树,220,54,中等肥力土壤,温带大陆性气候,500.0
栎树,130,27,贫瘠土壤,温带大陆性气候,150.0
樟树,190,45,肥沃土壤,热带季风气候,480.0
榆树,110,21,中等肥力土壤,亚热带季风气候,150.0
槐树,170,33,肥沃土壤,温带季风气候,350.0
桦树,140,27,中等肥力土壤,寒温带与亚寒带气候,180.0
杨树,70,15,贫瘠土壤,干旱与半干旱气候,60.0
桉树,90,21,中等肥力土壤,滨海与盐碱化气候,120.0
杉木,130,33,肥沃土壤,亚热带季风气候,320.0
松树,210,51,中等肥力土壤,温带大陆性气候,450.0
栎树,100,24,贫瘠土壤,寒温带与亚寒带气候,100.0
杨树,100,24,肥沃土壤,温带季风气候,200.0
桉树,120,30,中等肥力土壤,热带季风气候,350.0
杉木,80,18,肥沃土壤,亚热带季风气候,150.0
松树,150,36,中等肥力土壤,温带大陆性气候,400.0
栎树,90,20,贫瘠土壤,寒温带与亚寒带气候,80.0
樟树,110,26,肥沃土壤,亚热带季风气候,280.0
榆树,70,16,中等肥力土壤,温带季风气候,120.0
槐树,130,28,肥沃土壤,温带大陆性气候,320.0
桦树,140,32,中等肥力土壤,寒温带与亚寒带气候,300.0
杨树,95,22,中等肥力土壤,干旱与半干旱气候,160.0
桉树,105,34,肥沃土壤,滨海与盐碱化气候,380.0
杉木,85,20,贫瘠土壤,亚热带季风气候,130.0
松树,155,38,中等肥力土壤,温带季风气候,420.0
栎树,92,24,肥沃土壤,寒温带与亚寒带气候,100.0
樟树,115,28,中等肥力土壤,热带季风气候,300.0
榆树,75,18,肥沃土壤,干旱与半干旱气候,140.0
槐树,135,30,中等肥力土壤,滨海与盐碱化气候,340.0
桦树,145,34,肥沃土壤,温带大陆性气候,330.0
杨树,102,25,贫瘠土壤,温带大陆性气候,170.0
桉树,112,31,中等肥力土壤,亚热带季风气候,360.0
杉木,82,19,肥沃土壤,寒温带与亚寒带气候,145.0
松树,152,37,中等肥力土壤,干旱与半干旱气候,390.0
栎树,98,23,中等肥力土壤,滨海与盐碱化气候,90.0
樟树,108,27,肥沃土壤,温带大陆性气候,290.0
榆树,72,17,中等肥力土壤,热带季风气候,115.0
槐树,132,29,肥沃土壤,亚热带季风气候,335.0
桦树,142,33,中等肥力土壤,寒温带与亚寒带气候,310.0
杨树,98,23,中等肥力土壤,温带季风气候,175.0
桉树,118,35,肥沃土壤,干旱与半干旱气候,395.0
杉木,88,21,贫瘠土壤,滨海与盐碱化气候,125.0
松树,158,39,中等肥力土壤,亚热带季风气候,430.0
栎树,93,25,中等肥力土壤,温带大陆性气候,95.0
樟树,113,29,肥沃土壤,寒温带与亚寒带气候,270.0
榆树,78,19,中等肥力土壤,干旱与半干旱气候,128.0
槐树,138,31,肥沃土壤,滨海与盐碱化气候,350.0
桦树,148,35,中等肥力土壤,温带大陆性气候,340.0
杨树,103,24,中等肥力土壤,热带季风气候,180.0
桉树,113,32,肥沃土壤,亚热带季风气候,370.0
杉木,83,20,贫瘠土壤,寒温带与亚寒带气候,135.0
松树,153,36,中等肥力土壤,干旱与半干旱气候,410.0
杨树,100,24,肥沃土壤,温带季风气候,350.0
杨树,80,18,中等肥力土壤,温带大陆性气候,220.0
杨树,120,30,贫瘠土壤,干旱与半干旱气候,150.0
桉树,90,36,肥沃土壤,热带季风气候,500.0
桉树,70,28,中等肥力土壤,亚热带季风气候,320.0
桉树,110,42,贫瘠土壤,滨海与盐碱化气候,200.0
杉木,130,48,肥沃土壤,亚热带季风气候,480.0
杉木,105,38,中等肥力土壤,温带季风气候,300.0
杉木,95,54,贫瘠土壤,寒温带与亚寒带气候,180.0
松树,140,60,肥沃土壤,温带大陆性气候,450.0
松树,115,50,中等肥力土壤,寒温带与亚寒带气候,280.0
松树,125,66,贫瘠土壤,干旱与半干旱气候,160.0
栎树,150,72,肥沃土壤,温带季风气候,520.0
栎树,128,62,中等肥力土壤,亚热带季风气候,360.0
栎树,132,78,贫瘠土壤,滨海与盐碱化气候,220.0
樟树,160,84,肥沃土壤,亚热带季风气候,550.0
樟树,135,74,中等肥力土壤,热带季风气候,380.0
樟树,145,90,贫瘠土壤,干旱与半干旱气候,240.0
榆树,170,96,肥沃土壤,温带大陆性气候,530.0
榆树,142,86,中等肥力土壤,温带季风气候,340.0
榆树,158,102,贫瘠土壤,寒温带与亚寒带气候,210.0
槐树,180,108,肥沃土壤,温带季风气候,560.0
槐树,155,98,中等肥力土壤,亚热带季风气候,390.0
槐树,165,114,贫瘠土壤,滨海与盐碱化气候,250.0
桦树,190,120,肥沃土壤,寒温带与亚寒带气候,510.0
桦树,168,110,中等肥力土壤,温带大陆性气候,330.0
桦树,172,126,贫瘠土壤,干旱与半干旱气候,230.0
杨树,200,132,肥沃土壤,亚热带季风气候,700.0
杨树,175,122,中等肥力土壤,热带季风气候,440.0
杨树,185,138,贫瘠土壤,滨海与盐碱化气候,300.0
桉树,210,144,肥沃土壤,热带季风气候,750.0
桉树,188,134,中等肥力土壤,亚热带季风气候,480.0
桉树,192,150,贫瘠土壤,干旱与半干旱气候,320.0
杉木,220,156,肥沃土壤,亚热带季风气候,720.0
杉木,195,146,中等肥力土壤,温带季风气候,450.0
杉木,205,162,贫瘠土壤,寒温带与亚寒带气候,330.0
松树,230,168,肥沃土壤,温带大陆性气候,700.0
松树,208,158,中等肥力土壤,寒温带与亚寒带气候,420.0
松树,212,174,贫瘠土壤,干旱与半干旱气候,310.0
栎树,240,180,肥沃土壤,温带季风气候,780.0
栎树,215,170,中等肥力土壤,亚热带季风气候,500.0
栎树,225,186,贫瘠土壤,滨海与盐碱化气候,350.0
杨树,100,24,肥沃土壤,温带季风气候,120.0
杨树,150,36,中等肥力土壤,温带大陆性气候,180.0
杨树,80,18,贫瘠土壤,干旱与半干旱气候,40.0
桉树,120,30,肥沃土壤,热带季风气候,200.0
桉树,90,27,中等肥力土壤,亚热带季风气候,135.0
桉树,60,15,贫瘠土壤,滨海与盐碱化气候,30.0
杉木,110,33,肥沃土壤,亚热带季风气候,165.0
杉木,130,39,中等肥力土壤,温带季风气候,195.0
杉木,70,21,贫瘠土壤,寒温带与亚寒带气候,35.0
松树,140,42,肥沃土壤,温带大陆性气候,210.0
松树,105,30,中等肥力土壤,寒温带与亚寒带气候,105.0
松树,85,22,贫瘠土壤,干旱与半干旱气候,42.5
栎树,95,28,肥沃土壤,温带季风气候,114.0
栎树,125,36,中等肥力土壤,亚热带季风气候,150.0
栎树,75,20,贫瘠土壤,滨海与盐碱化气候,37.5
樟树,115,34,肥沃土壤,亚热带季风气候,172.5
樟树,135,40,中等肥力土壤,热带季风气候,202.5
樟树,65,19,贫瘠土壤,干旱与半干旱气候,32.5
榆树,102,26,肥沃土壤,温带大陆性气候,102.0
榆树,145,39,中等肥力土壤,温带季风气候,145.0
榆树,72,21,贫瘠土壤,寒温带与亚寒带气候,36.0
槐树,108,31,肥沃土壤,亚热带季风气候,129.6
槐树,122,36,中等肥力土壤,热带季风气候,183.0
槐树,88,24,贫瘠土壤,滨海与盐碱化气候,44.0
桦树,112,32,肥沃土壤,寒温带与亚寒带气候,112.0
桦树,132,36,中等肥力土壤,温带大陆性气候,158.4
桦树,92,23,贫瘠土壤,干旱与半干旱气候,46.0
杨树,160,48,肥沃土壤,温带季风气候,240.0
桉树,130,36,肥沃土壤,热带季风气候,260.0
杉木,120,36,肥沃土壤,亚热带季风气候,180.0
松树,150,45,肥沃土壤,温带大陆性气候,225.0
栎树,110,33,肥沃土壤,温带季风气候,132.0
樟树,140,42,肥沃土壤,亚热带季风气候,210.0
榆树,100,30,肥沃土壤,温带季风气候,120.0
槐树,130,39,肥沃土壤,亚热带季风气候,195.0
桦树,120,36,肥沃土壤,寒温带与亚寒带气候,120.0
杨树,70,21,贫瘠土壤,干旱与半干旱气候,35.0
桉树,50,15,贫瘠土壤,滨海与盐碱化气候,25.0
杉木,60,18,贫瘠土壤,寒温带与亚寒带气候,30.0
松树,75,20,贫瘠土壤,干旱与半干旱气候,37.5
栎树,65,19,贫瘠土壤,滨海与盐碱化气候,32.5
樟树,55,16,贫瘠土壤,干旱与半干旱气候,27.5
榆树,60,18,贫瘠土壤,寒温带与亚寒带气候,30.0
槐树,70,21,贫瘠土壤,滨海与盐碱化气候,35.0
桦树,65,19,贫瘠土壤,干旱与半干旱气候,32.5
杨树,100,24,肥沃土壤,温带季风气候,350.0
桉树,120,30,中等肥力土壤,热带季风气候,480.0
杉木,80,18,肥沃土壤,亚热带季风气候,260.0
松树,150,36,中等肥力土壤,寒温带与亚寒带气候,380.0
栎树,90,20,贫瘠土壤,温带大陆性气候,180.0
樟树,110,28,肥沃土壤,亚热带季风气候,420.0
榆树,70,16,中等肥力土壤,温带季风气候,220.0
槐树,130,32,肥沃土壤,温带大陆性气候,450.0
桦树,105,26,中等肥力土壤,寒温带与亚寒带气候,320.0
杨树,95,22,中等肥力土壤,温带大陆性气候,290.0
桉树,140,34,肥沃土壤,热带季风气候,520.0
杉木,85,20,贫瘠土壤,亚热带季风气候,200.0
松树,160,38,肥沃土壤,寒温带与亚寒带气候,410.0
栎树,88,19,中等肥力土壤,温带大陆性气候,205.0
樟树,115,30,肥沃土壤,亚热带季风气候,440.0
榆树,75,17,贫瘠土壤,温带季风气候,190.0
槐树,125,31,中等肥力土壤,温带大陆性气候,400.0
桦树,108,24,肥沃土壤,寒温带与亚寒带气候,340.0
杨树,82,18,贫瘠土壤,干旱与半干旱气候,160.0
桉树,128,30,中等肥力土壤,热带季风气候,470.0
杉木,92,22,肥沃土壤,亚热带季风气候,300.0
松树,155,36,中等肥力土壤,寒温带与亚寒带气候,390.0
栎树,95,20,贫瘠土壤,温带大陆性气候,190.0
